Subject,Educ,Income2005,SortOrd
4021,13-15,27300,3
4571,13-15,27359,3
4624,13-15,27581,3
11819,13-15,27700,3
418,13-15,28000,3
1530,13-15,28000,3
1994,13-15,28000,3
3458,13-15,28000,3
5511,13-15,28000,3
3718,13-15,28013,3
1555,13-15,28352,3
733,13-15,28820,3
12036,13-15,28900,3
1785,13-15,29000,3
1819,13-15,29000,3
5042,13-15,29000,3
5333,13-15,29000,3
11901,13-15,29000,3
5404,13-15,29500,3
495,13-15,29821,3
5043,13-15,29993,3
62,13-15,30000,3
236,13-15,30000,3
784,13-15,30000,3
839,13-15,30000,3
883,13-15,30000,3
1116,13-15,30000,3
1159,13-15,30000,3
2088,13-15,30000,3
2207,13-15,30000,3
2489,13-15,30000,3
2746,13-15,30000,3
3161,13-15,30000,3
3234,13-15,30000,3
3734,13-15,30000,3
3794,13-15,30000,3
3908,13-15,30000,3
4506,13-15,30000,3
4768,13-15,30000,3
5330,13-15,30000,3
2727,13-15,30500,3
899,13-15,31000,3
1158,13-15,31000,3
3545,13-15,31000,3
5246,13-15,31000,3
909,13-15,31330,3
1837,13-15,32000,3
2566,13-15,32000,3
2688,13-15,32000,3
3201,13-15,32000,3
3331,13-15,32000,3
3401,13-15,32000,3
4041,13-15,32000,3
4200,13-15,32000,3
4318,13-15,32000,3
11799,13-15,32000,3
12052,13-15,32000,3
4967,13-15,32500,3
5229,13-15,32530,3
11778,13-15,32900,3
2477,13-15,33000,3
2767,13-15,33000,3
3424,13-15,33000,3
4931,13-15,33000,3
5102,13-15,33000,3
5708,13-15,33000,3
4924,13-15,33500,3
49,13-15,34000,3
748,13-15,34000,3
1385,13-15,34000,3
1775,13-15,34000,3
2147,13-15,34000,3
2773,13-15,34000,3
4542,13-15,34000,3
12070,13-15,34000,3
5187,13-15,34500,3
606,13-15,35000,3
757,13-15,35000,3
774,13-15,35000,3
1508,13-15,35000,3
1598,13-15,35000,3
1751,13-15,35000,3
2815,13-15,35000,3
2952,13-15,35000,3
3547,13-15,35000,3
3606,13-15,35000,3
4534,13-15,35000,3
4579,13-15,35000,3
5221,13-15,35000,3
5263,13-15,35000,3
12005,13-15,35000,3
4981,13-15,35100,3
746,13-15,35500,3
2337,13-15,35650,3
1889,13-15,35675,3
8,13-15,36000,3
438,13-15,36000,3
499,13-15,36000,3
583,13-15,36000,3
1290,13-15,36000,3
2188,13-15,36000,3
2209,13-15,36000,3
2443,13-15,36000,3
3666,13-15,36000,3
3995,13-15,36000,3
4859,13-15,36000,3
4962,13-15,36000,3
5249,13-15,36000,3
12104,13-15,36323,3
622,13-15,36500,3
5350,13-15,36500,3
2602,13-15,37000,3
3281,13-15,37000,3
5255,13-15,37100,3
2447,13-15,37770,3
3552,13-15,38000,3
3960,13-15,38000,3
4292,13-15,38000,3
4379,13-15,38000,3
4675,13-15,38000,3
5427,13-15,38000,3
5568,13-15,38000,3
1081,13-15,38262,3
11869,13-15,38400,3
1491,13-15,39000,3
3609,13-15,39000,3
3949,13-15,39000,3
4862,13-15,39000,3
4933,13-15,39000,3
11971,13-15,39000,3
1566,13-15,39100,3
2133,13-15,39400,3
3992,13-15,39900,3
306,13-15,40000,3
604,13-15,40000,3
1076,13-15,40000,3
1459,13-15,40000,3
1484,13-15,40000,3
1780,13-15,40000,3
2382,13-15,40000,3
2613,13-15,40000,3
3548,13-15,40000,3
3996,13-15,40000,3
4310,13-15,40000,3
4669,13-15,40000,3
5025,13-15,40000,3
5227,13-15,40000,3
5408,13-15,40000,3
5500,13-15,40000,3
5518,13-15,40000,3
11845,13-15,40000,3
11945,13-15,40000,3
453,13-15,40300,3
712,13-15,41000,3
3091,13-15,41000,3
4252,13-15,41000,3
3231,13-15,41600,3
1233,13-15,42000,3
1338,13-15,42000,3
2913,13-15,42000,3
2975,13-15,42000,3
3237,13-15,42000,3
3706,13-15,42000,3
4219,13-15,42000,3
4825,13-15,42000,3
4943,13-15,42000,3
5026,13-15,42000,3
5134,13-15,42000,3
12061,13-15,42000,3
2417,13-15,42500,3
5703,13-15,42500,3
17,13-15,43000,3
3587,13-15,43000,3
5055,13-15,43000,3
3405,13-15,43500,3
1039,13-15,44000,3
2344,13-15,44000,3
3521,13-15,44000,3
3813,13-15,44000,3
232,13-15,45000,3
274,13-15,45000,3
692,13-15,45000,3
1399,13-15,45000,3
1487,13-15,45000,3
1492,13-15,45000,3
1571,13-15,45000,3
1720,13-15,45000,3
1784,13-15,45000,3
1958,13-15,45000,3
2877,13-15,45000,3
3359,13-15,45000,3
3392,13-15,45000,3
3705,13-15,45000,3
3883,13-15,45000,3
3901,13-15,45000,3
4054,13-15,45000,3
4129,13-15,45000,3
5428,13-15,45000,3
5699,13-15,45000,3
12140,13-15,45000,3
4447,13-15,45291,3
962,13-15,45500,3
1848,13-15,46000,3
2696,13-15,46000,3
11911,13-15,46000,3
443,13-15,47000,3
1058,13-15,47000,3
3481,13-15,47000,3
3791,13-15,47000,3
4883,13-15,47000,3
174,13-15,48000,3
707,13-15,48000,3
1978,13-15,48000,3
2523,13-15,48000,3
4430,13-15,48000,3
4513,13-15,48000,3
97,13-15,49000,3
2278,13-15,49000,3
2559,13-15,49000,3
4148,13-15,49000,3
527,13-15,50000,3
1256,13-15,50000,3
1261,13-15,50000,3
1287,13-15,50000,3
1836,13-15,50000,3
2145,13-15,50000,3
2284,13-15,50000,3
2841,13-15,50000,3
3355,13-15,50000,3
3375,13-15,50000,3
3985,13-15,50000,3
4131,13-15,50000,3
4330,13-15,50000,3
4358,13-15,50000,3
4409,13-15,50000,3
4582,13-15,50000,3
4810,13-15,50000,3
5267,13-15,50000,3
1514,13-15,51000,3
3807,13-15,51000,3
5329,13-15,51000,3
143,13-15,52000,3
275,13-15,52000,3
1155,13-15,52000,3
2205,13-15,52000,3
3282,13-15,52000,3
3524,13-15,52000,3
3989,13-15,52000,3
5390,13-15,52000,3
5392,13-15,52000,3
11838,13-15,52000,3
500,13-15,53000,3
4478,13-15,53000,3
12098,13-15,53000,3
800,13-15,54000,3
1586,13-15,54000,3
3907,13-15,54000,3
4499,13-15,54300,3
202,13-15,55000,3
230,13-15,55000,3
565,13-15,55000,3
2047,13-15,55000,3
2415,13-15,55000,3
3793,13-15,55000,3
5358,13-15,55000,3
5512,13-15,55000,3
704,13-15,56000,3
1004,13-15,56000,3
1321,13-15,56000,3
2585,13-15,56000,3
4643,13-15,56000,3
5377,13-15,56000,3
915,13-15,57000,3
2169,13-15,57000,3
4832,13-15,57000,3
11841,13-15,57000,3
667,13-15,58000,3
2803,13-15,58000,3
3888,13-15,58000,3
4236,13-15,58000,3
4815,13-15,58000,3
1097,13-15,59000,3
2620,13-15,59500,3
1744,13-15,60000,3
1955,13-15,60000,3
2163,13-15,60000,3
2376,13-15,60000,3
2774,13-15,60000,3
2996,13-15,60000,3
4856,13-15,60000,3
5053,13-15,60000,3
6285,13-15,60000,3
273,13-15,61500,3
1238,13-15,62000,3
2099,13-15,62000,3
2385,13-15,62000,3
4201,13-15,62000,3
4997,13-15,62000,3
4528,13-15,62987,3
61,13-15,63000,3
2172,13-15,63000,3
5300,13-15,63000,3
11806,13-15,63000,3
947,13-15,64000,3
1831,13-15,64000,3
11897,13-15,64000,3
9,13-15,65000,3
160,13-15,65000,3
260,13-15,65000,3
921,13-15,65000,3
2024,13-15,65000,3
2939,13-15,65000,3
3482,13-15,65000,3
3546,13-15,65000,3
3844,13-15,65000,3
4889,13-15,65000,3
5174,13-15,65000,3
5365,13-15,65000,3
12012,13-15,65000,3
4968,13-15,66948,3
3505,13-15,67000,3
393,13-15,68000,3
1847,13-15,68000,3
1992,13-15,68000,3
2341,13-15,68000,3
2386,13-15,68000,3
4042,13-15,68000,3
5256,13-15,68000,3
11924,13-15,68458,3
4687,13-15,68651,3
388,13-15,70000,3
4366,13-15,70000,3
4518,13-15,70000,3
5235,13-15,70000,3
16,13-15,71000,3
2839,13-15,71000,3
2765,13-15,72000,3
3219,13-15,72000,3
3420,13-15,72000,3
3468,13-15,72000,3
4509,13-15,72899,3
3140,13-15,73000,3
4813,13-15,74000,3
11777,13-15,74500,3
659,13-15,75000,3
937,13-15,75000,3
1642,13-15,75000,3
4153,13-15,75000,3
4228,13-15,75000,3
4738,13-15,75000,3
4245,13-15,75210,3
4295,13-15,76000,3
3058,13-15,77000,3
3425,13-15,77000,3
3497,13-15,77000,3
4625,13-15,77000,3
11863,13-15,77919,3
464,13-15,78000,3
1320,13-15,78000,3
3766,13-15,78000,3
560,13-15,78500,3
1393,13-15,79000,3
4008,13-15,79000,3
4468,13-15,79000,3
941,13-15,80000,3
2375,13-15,80000,3
3912,13-15,80000,3
4881,13-15,80000,3
5022,13-15,80000,3
11851,13-15,80000,3
1929,13-15,81000,3
166,13-15,82000,3
117,13-15,83000,3
1895,13-15,83000,3
126,13-15,85000,3
489,13-15,85000,3
818,13-15,85000,3
850,13-15,85000,3
2333,13-15,85000,3
3024,13-15,85000,3
3679,13-15,85000,3
1944,13-15,86000,3
3117,13-15,87000,3
3494,13-15,87000,3
4297,13-15,88000,3
4230,13-15,89000,3
5151,13-15,89000,3
1104,13-15,90000,3
2187,13-15,90000,3
4247,13-15,90000,3
4633,13-15,90000,3
4642,13-15,90000,3
4805,13-15,90000,3
4348,13-15,93000,3
2842,13-15,94000,3
4976,13-15,94000,3
2616,13-15,95000,3
4438,13-15,95000,3
4595,13-15,95000,3
5248,13-15,96000,3
235,13-15,98000,3
5266,13-15,98000,3
4636,13-15,99000,3
730,13-15,100000,3
1781,13-15,100000,3
4702,13-15,100000,3
5156,13-15,100000,3
2132,13-15,104000,3
3421,13-15,105000,3
3965,13-15,108000,3
4488,13-15,108000,3
3284,13-15,113000,3
5017,13-15,115000,3
18,13-15,120000,3
41,13-15,120000,3
139,13-15,120000,3
355,13-15,120000,3
2866,13-15,120000,3
5254,13-15,120000,3
341,13-15,125000,3
2437,13-15,125000,3
4511,13-15,125000,3
4514,13-15,125000,3
5540,13-15,125000,3
1188,13-15,130000,3
3533,13-15,135000,3
4699,13-15,137000,3
2007,13-15,143000,3
3330,13-15,145000,3
11763,13-15,146000,3
960,13-15,150000,3
1181,13-15,150000,3
5441,13-15,150000,3
34,13-15,150432,3
1810,13-15,155867,3
959,13-15,170247,3
1575,13-15,171551,3
2464,13-15,185950,3
1294,13-15,209138,3
2647,13-15,220904,3
4088,13-15,222924,3
1315,13-15,257286,3
3429,16,200,4
3266,16,250,4
3352,16,1200,4
444,16,1500,4
3338,16,2000,4
5287,16,3200,4
1564,16,3400,4
1954,16,4000,4
3433,16,4000,4
3145,16,5000,4
184,16,6000,4
13,16,8000,4
138,16,8000,4
881,16,8000,4
3378,16,8220,4
1200,16,9000,4
1552,16,9200,4
553,16,10000,4
671,16,10000,4
2730,16,10000,4
2771,16,10000,4
3154,16,10000,4
3669,16,10000,4
2928,16,10088,4
812,16,10500,4
5140,16,10800,4
11870,16,11000,4
119,16,12000,4
369,16,12000,4
1502,16,12000,4
1766,16,12000,4
5372,16,12000,4
2948,16,12500,4
282,16,14000,4
11835,16,14000,4
78,16,14657,4
896,16,15000,4
3889,16,15000,4
4030,16,15000,4
4606,16,15000,4
5416,16,15000,4
11881,16,15000,4
2570,16,15300,4
1374,16,15700,4
201,16,16000,4
1367,16,16000,4
12006,16,17000,4
3303,16,18000,4
3506,16,18000,4
4382,16,18000,4
5388,16,18000,4
1740,16,19000,4
2848,16,19285,4
370,16,20000,4
467,16,20000,4
916,16,20000,4
2949,16,20000,4
4164,16,20000,4
4225,16,20000,4
1763,16,22000,4
1950,16,22000,4
3922,16,22000,4
4355,16,22000,4
4108,16,23900,4
11796,16,24000,4
11848,16,24500,4
496,16,25000,4
3085,16,25000,4
3861,16,25000,4
4820,16,25000,4
5513,16,25000,4
192,16,26000,4
1510,16,26000,4
2083,16,26000,4
2286,16,26000,4
3625,16,26000,4
4350,16,26000,4
608,16,27000,4
999,16,27000,4
3423,16,27000,4
1587,16,27300,4
327,16,28000,4
11867,16,28000,4
816,16,29000,4
665,16,30000,4
792,16,30000,4
793,16,30000,4
1429,16,30000,4
2243,16,30000,4
2899,16,30000,4
3709,16,30000,4
3872,16,30000,4
4352,16,30000,4
4413,16,30000,4
4742,16,30000,4
12092,16,30000,4
11894,16,30330,4
2328,16,31000,4
317,16,31500,4
609,16,32000,4
1286,16,32000,4
2930,16,32000,4
3360,16,32000,4
5406,16,32000,4
3745,16,32089,4
4147,16,32624,4
2049,16,33000,4
4753,16,33000,4
5108,16,33000,4
2552,16,33500,4
912,16,34000,4
4257,16,34000,4
4871,16,34000,4
4172,16,34900,4
1093,16,35000,4
1106,16,35000,4
1885,16,35000,4
2068,16,35000,4
2202,16,35000,4
2607,16,35000,4
3623,16,35000,4
4057,16,35000,4
5326,16,35000,4
5373,16,35000,4
1293,16,36000,4
1976,16,36000,4
5565,16,36000,4
2550,16,36660,4
885,16,37000,4
908,16,37000,4
1122,16,37000,4
4392,16,37000,4
5430,16,37000,4
12088,16,37000,4
945,16,37300,4
5374,16,38400,4
1368,16,39000,4
11809,16,39000,4
2551,16,39500,4
12129,16,39500,4
445,16,40000,4
898,16,40000,4
1967,16,40000,4
2230,16,40000,4
2329,16,40000,4
3159,16,40000,4
3601,16,40000,4
3910,16,40000,4
4285,16,40000,4
4296,16,40000,4
5099,16,40000,4
5289,16,40264,4
4939,16,41000,4
882,16,42000,4
1432,16,42000,4
4299,16,42000,4
5590,16,42000,4
11955,16,42000,4
107,16,43000,4
506,16,43000,4
5618,16,43000,4
2178,16,44000,4
2565,16,44000,4
1930,16,45000,4
2714,16,45000,4
2991,16,45000,4
3387,16,45000,4
4632,16,45000,4
4843,16,45000,4
22,16,45300,4
1276,16,46000,4
2222,16,46000,4
5188,16,46000,4
5381,16,46000,4
612,16,46136,4
1574,16,47000,4
2299,16,47000,4
5485,16,47000,4
2167,16,48000,4
2637,16,48000,4
4280,16,49000,4
12068,16,49000,4
210,16,50000,4
2061,16,50000,4
2444,16,50000,4
3243,16,50000,4
3952,16,50000,4
4045,16,50000,4
4056,16,50000,4
11820,16,50000,4
2606,16,51000,4
1522,16,51300,4
2034,16,52000,4
2804,16,52000,4
4662,16,52000,4
5341,16,52000,4
457,16,53000,4
3143,16,53000,4
3775,16,53000,4
751,16,55000,4
4873,16,55000,4
5250,16,55000,4
5193,16,56000,4
2144,16,57000,4
2770,16,57000,4
3463,16,57000,4
4540,16,57000,4
5410,16,57000,4
2168,16,57600,4
367,16,58000,4
650,16,58000,4
796,16,58000,4
1138,16,58000,4
11898,16,58500,4
5393,16,59850,4
359,16,60000,4
1139,16,60000,4
1622,16,60000,4
2590,16,60000,4
3157,16,60000,4
3466,16,60000,4
3677,16,60000,4
4652,16,60000,4
5244,16,60000,4
5418,16,60000,4
11905,16,60000,4
2291,16,60200,4
1078,16,61000,4
89,16,62000,4
1394,16,62000,4
2723,16,62000,4
2946,16,62000,4
3530,16,62000,4
4106,16,62000,4
5474,16,62000,4
1157,16,63000,4
1569,16,63000,4
4410,16,63000,4
6,16,65000,4
1924,16,65000,4
2372,16,65000,4
3410,16,65000,4
3551,16,65000,4
3651,16,65000,4
4023,16,65000,4
5264,16,65000,4
5591,16,65000,4
4828,16,66768,4
847,16,67500,4
5675,16,67500,4
321,16,69000,4
3608,16,69000,4
3686,16,69000,4
2838,16,69500,4
807,16,70000,4
1003,16,70000,4
1082,16,70000,4
1477,16,70000,4
2159,16,70000,4
2218,16,70000,4
4795,16,70000,4
2572,16,70500,4
1481,16,71000,4
2301,16,71500,4
2494,16,72000,4
4508,16,72000,4
4892,16,72000,4
520,16,73000,4
1626,16,73000,4
4532,16,73000,4
2868,16,74000,4
3676,16,74000,4
3884,16,74000,4
400,16,75000,4
2813,16,75000,4
4944,16,75000,4
5166,16,75000,4
5334,16,75000,4
439,16,77000,4
1176,16,77000,4
2005,16,78000,4
129,16,80000,4
357,16,80000,4
1325,16,80000,4
3141,16,80000,4
4466,16,80000,4
4812,16,80000,4
4834,16,80000,4
5666,16,80000,4
4894,16,81000,4
2220,16,82000,4
5599,16,82000,4
461,16,85000,4
663,16,85000,4
777,16,85000,4
820,16,85000,4
1631,16,85000,4
3016,16,85000,4
5226,16,85000,4
12014,16,85000,4
479,16,86000,4
11854,16,87000,4
2701,16,88000,4
3263,16,89000,4
3617,16,89000,4
1268,16,90000,4
3205,16,90000,4
4171,16,90000,4
4896,16,90000,4
12116,16,90000,4
12110,16,91000,4
2702,16,91500,4
4695,16,91500,4
2096,16,92000,4
2633,16,92000,4
3875,16,92000,4
2950,16,93000,4
1184,16,95000,4
3805,16,95000,4
4448,16,95000,4
5342,16,95000,4
5504,16,95000,4
2557,16,96000,4
3464,16,96000,4
2544,16,98000,4
4565,16,98000,4
2323,16,100000,4
2985,16,100000,4
2988,16,100000,4
3809,16,100000,4
3812,16,100000,4
4548,16,100000,4
12102,16,100000,4
2324,16,102000,4
3892,16,102000,4
11868,16,102831,4
2545,16,103000,4
106,16,105000,4
193,16,105000,4
1670,16,105000,4
63,16,108000,4
4698,16,108000,4
358,16,110000,4
3898,16,110000,4
5352,16,110000,4
5439,16,110000,4
4531,16,113000,4
810,16,115000,4
1733,16,115000,4
2124,16,115000,4
4793,16,115000,4
817,16,117000,4
346,16,120000,4
920,16,120000,4
4353,16,120000,4
5029,16,120000,4
11791,16,123000,4
1808,16,125000,4
2703,16,125000,4
3967,16,125000,4
5420,16,125000,4
11936,16,125000,4
4829,16,126000,4
3581,16,129000,4
1311,16,130000,4
2056,16,135000,4
3208,16,135000,4
5398,16,135000,4
3150,16,138000,4
961,16,140000,4
1186,16,140000,4
2962,16,140000,4
3289,16,140000,4
4517,16,146000,4
120,16,150000,4
12016,16,150000,4
3153,16,151083,4
269,16,154541,4
1347,16,157280,4
3585,16,159168,4
4927,16,159193,4
12034,16,161182,4
645,16,163172,4
2894,16,166924,4
137,16,175829,4
872,16,176354,4
1143,16,180124,4
409,16,180733,4
3084,16,183223,4
4407,16,185662,4
2895,16,194031,4
4480,16,202617,4
4668,16,209400,4
4426,16,211052,4
1144,16,248713,4
21,16,253043,4
218,16,261763,4
3815,16,263445,4
3062,16,282588,4
11920,16,338101,4
4830,16,344856,4
2984,16,359118,4
1601,16,368302,4
1053,16,394058,4
3980,16,444624,4
3874,16,519340,4
1046,>16,63,5
3278,>16,147,5
2980,>16,170,5
2900,>16,500,5
5325,>16,600,5
554,>16,1100,5
557,>16,1200,5
11779,>16,1500,5
3422,>16,2000,5
2037,>16,2700,5
1735,>16,3000,5
3903,>16,5200,5
2030,>16,5500,5
2042,>16,6000,5
4870,>16,6000,5
907,>16,7000,5
2628,>16,8000,5
3800,>16,8000,5
2027,>16,9000,5
459,>16,10000,5
4683,>16,10000,5
3614,>16,10180,5
1804,>16,12000,5
2010,>16,12000,5
2809,>16,15000,5
5676,>16,15000,5
804,>16,16000,5
1252,>16,16000,5
4576,>16,16000,5
3855,>16,16500,5
2360,>16,18500,5
1603,>16,20000,5
3895,>16,20000,5
5095,>16,20000,5
5212,>16,20000,5
4425,>16,22000,5
5168,>16,23000,5
1953,>16,24000,5
2569,>16,24000,5
3244,>16,24000,5
501,>16,25000,5
1509,>16,25000,5
1906,>16,25000,5
3393,>16,25000,5
1896,>16,28000,5
3238,>16,28000,5
3972,>16,28500,5
1019,>16,29000,5
3911,>16,29000,5
4692,>16,29000,5
778,>16,30000,5
1880,>16,30000,5
3239,>16,30000,5
5001,>16,30000,5
5096,>16,30000,5
3391,>16,30824,5
4306,>16,32000,5
3771,>16,32253,5
3619,>16,32500,5
813,>16,33000,5
2622,>16,33000,5
2902,>16,33000,5
5592,>16,33000,5
2123,>16,33600,5
360,>16,34000,5
821,>16,34000,5
4760,>16,34000,5
5054,>16,34000,5
2136,>16,34500,5
1470,>16,35000,5
2800,>16,35000,5
2910,>16,35000,5
2957,>16,35000,5
3866,>16,35000,5
5395,>16,35000,5
158,>16,35100,5
1621,>16,35942,5
558,>16,36000,5
1803,>16,36000,5
5624,>16,36000,5
2649,>16,37000,5
4842,>16,37000,5
2549,>16,38000,5
2626,>16,38000,5
3643,>16,38000,5
11916,>16,38000,5
3406,>16,38500,5
1187,>16,39000,5
3341,>16,39000,5
5020,>16,39000,5
5023,>16,39000,5
3964,>16,39500,5
1359,>16,40000,5
2684,>16,40000,5
2936,>16,40000,5
3804,>16,40000,5
4767,>16,40000,5
5391,>16,40000,5
11889,>16,40000,5
12089,>16,40000,5
2636,>16,40500,5
4799,>16,40500,5
121,>16,41000,5
2603,>16,41000,5
46,>16,42000,5
561,>16,42000,5
1323,>16,42000,5
1951,>16,42000,5
2126,>16,42000,5
4092,>16,42000,5
4428,>16,42000,5
5394,>16,42000,5
664,>16,43000,5
3111,>16,43000,5
11937,>16,43000,5
3868,>16,43450,5
5021,>16,44000,5
5621,>16,44000,5
141,>16,44768,5
1538,>16,45000,5
5299,>16,45000,5
12044,>16,45000,5
12119,>16,45000,5
1999,>16,46000,5
2929,>16,46000,5
3240,>16,46000,5
376,>16,47000,5
4227,>16,47000,5
1182,>16,48000,5
1914,>16,48000,5
2847,>16,48000,5
4592,>16,48000,5
11902,>16,48000,5
12045,>16,49000,5
4429,>16,49938,5
456,>16,50000,5
1101,>16,50000,5
1433,>16,50000,5
2823,>16,50000,5
3873,>16,50000,5
4010,>16,50000,5
4053,>16,50000,5
976,>16,51000,5
1049,>16,51000,5
3641,>16,51000,5
3904,>16,51000,5
683,>16,52000,5
884,>16,52000,5
1240,>16,52000,5
1730,>16,52000,5
1787,>16,52000,5
4107,>16,52000,5
4919,>16,52000,5
879,>16,52900,5
4302,>16,53000,5
5351,>16,53000,5
5389,>16,53000,5
5710,>16,53000,5
12010,>16,53000,5
3198,>16,53600,5
944,>16,54000,5
3309,>16,54000,5
4831,>16,54500,5
422,>16,55000,5
562,>16,55000,5
974,>16,55000,5
2285,>16,55000,5
3860,>16,55000,5
4607,>16,55000,5
5170,>16,55000,5
58,>16,55500,5
4872,>16,56000,5
5091,>16,56400,5
686,>16,57000,5
4826,>16,57000,5
5185,>16,57000,5
1503,>16,58000,5
2685,>16,58000,5
3109,>16,58000,5
4590,>16,58000,5
5310,>16,59800,5
480,>16,60000,5
1501,>16,60000,5
1719,>16,60000,5
3588,>16,60000,5
4758,>16,60000,5
4975,>16,60000,5
1105,>16,61000,5
2461,>16,61000,5
2558,>16,61000,5
4124,>16,61000,5
3146,>16,62000,5
3894,>16,62000,5
5143,>16,62000,5
399,>16,62500,5
1395,>16,63000,5
20,>16,64000,5
2237,>16,64000,5
902,>16,64320,5
140,>16,65000,5
186,>16,65000,5
458,>16,65000,5
1072,>16,65000,5
1619,>16,65000,5
2200,>16,65000,5
4093,>16,65000,5
12023,>16,65000,5
829,>16,66000,5
1051,>16,67000,5
4754,>16,67000,5
1086,>16,67500,5
1858,>16,68000,5
2642,>16,68000,5
2961,>16,68000,5
3664,>16,68000,5
2164,>16,69000,5
3803,>16,69000,5
4998,>16,69600,5
1362,>16,70000,5
2588,>16,70000,5
2630,>16,70000,5
2845,>16,70000,5
4635,>16,70000,5
5690,>16,70000,5
11758,>16,70000,5
11990,>16,70000,5
1344,>16,72000,5
4570,>16,72000,5
825,>16,73000,5
3376,>16,73000,5
725,>16,74000,5
1916,>16,74481,5
3257,>16,75000,5
4470,>16,75000,5
4290,>16,75419,5
162,>16,76000,5
4954,>16,78000,5
247,>16,79000,5
2442,>16,79000,5
5594,>16,79000,5
521,>16,80000,5
2526,>16,80000,5
2695,>16,80000,5
2871,>16,80000,5
3256,>16,80000,5
3390,>16,80000,5
5222,>16,80000,5
5419,>16,81000,5
11929,>16,82000,5
3535,>16,82376,5
1020,>16,84000,5
4686,>16,84000,5
1841,>16,85000,5
1952,>16,85000,5
2906,>16,85000,5
3019,>16,85000,5
3394,>16,85000,5
11918,>16,85000,5
4191,>16,85300,5
4226,>16,85605,5
1255,>16,87000,5
2840,>16,88000,5
3792,>16,88000,5
3337,>16,89000,5
874,>16,90000,5
906,>16,90000,5
2438,>16,90000,5
2646,>16,90000,5
3897,>16,90000,5
4798,>16,90000,5
5655,>16,90000,5
4298,>16,91000,5
5489,>16,91000,5
190,>16,92000,5
4408,>16,92000,5
4921,>16,92500,5
4424,>16,93000,5
3757,>16,95000,5
342,>16,96000,5
653,>16,96000,5
3558,>16,96000,5
5623,>16,96000,5
3515,>16,97000,5
3916,>16,97000,5
281,>16,99000,5
3379,>16,99000,5
4019,>16,99000,5
350,>16,100000,5
1479,>16,100000,5
1633,>16,100000,5
2113,>16,100000,5
3583,>16,100000,5
1632,>16,100035,5
3886,>16,101000,5
219,>16,102000,5
4372,>16,102500,5
220,>16,105000,5
3112,>16,105000,5
3142,>16,106000,5
1098,>16,108000,5
1795,>16,108888,5
649,>16,110000,5
2062,>16,110000,5
2959,>16,110000,5
3836,>16,110000,5
11972,>16,110500,5
2302,>16,112000,5
5701,>16,114000,5
776,>16,115000,5
3168,>16,115000,5
1746,>16,116000,5
191,>16,118000,5
69,>16,120000,5
752,>16,120000,5
1208,>16,120000,5
3137,>16,120000,5
12106,>16,120000,5
482,>16,122000,5
5197,>16,123000,5
2861,>16,124000,5
2589,>16,125000,5
3173,>16,125000,5
2870,>16,126000,5
198,>16,130000,5
1875,>16,130000,5
3224,>16,130000,5
4626,>16,130000,5
5543,>16,133000,5
2029,>16,135000,5
3690,>16,138000,5
4471,>16,140000,5
556,>16,147000,5
3033,>16,150000,5
3290,>16,150000,5
3582,>16,150000,5
3890,>16,150000,5
3357,>16,150490,5
5107,>16,152683,5
3171,>16,152840,5
5028,>16,153447,5
3966,>16,155485,5
3863,>16,157957,5
12064,>16,158730,5
4289,>16,162660,5
2896,>16,162733,5
2038,>16,162919,5
4756,>16,163271,5
2724,>16,167252,5
827,>16,169541,5
3854,>16,169884,5
3431,>16,171428,5
3865,>16,176431,5
2941,>16,180621,5
890,>16,183306,5
1052,>16,183467,5
73,>16,186135,5
4907,>16,188255,5
1844,>16,188404,5
3628,>16,189210,5
1846,>16,192896,5
4609,>16,194757,5
5667,>16,198032,5
5245,>16,200977,5
4055,>16,206869,5
5012,>16,215765,5
5003,>16,228453,5
2339,>16,235236,5
3170,>16,268323,5
1185,>16,268384,5
195,>16,348204,5
4634,>16,355767,5
2851,>16,357310,5
481,>16,388725,5
3361,>16,703637,5
